DISTRICT,PANCHAYATSAMITI,GRAMPANCHAYAT,ward_category,Name of Sarpanch,Sex,Category
GANGANAGAR,PADAMPUR,GHUMADW ALI,SCW,ROSHANI DEVI,F,SCW
GANGANAGAR,PADAMPUR,JALOKI,OBCW,HARPREET KOUR,F,OBCW
GANGANAGAR,PADAMPUR,JEEVANDESAR,GEN,KHIRAJ RAM,M,OBC
GANGANAGAR,PADAMPUR,RATANPURA,GEN,RAMSW AROOP,M,OBC
GANGANAGAR,PADAMPUR,RATTEWALA (9 BB),GEN,OMPRAKESH,M,GEN
GANGANAGAR,PADAMPUR,REDMALSAR,GEN,INDRAJ PUNIA,M,OBC
GANGANAGAR,PADAMPUR,SANWATSAR,GENW,BHAWNA GHINTALA,F,OBCW
GANGANAGAR,PADAMPUR,TAMKOT,SC,GURDEEP SINGH,M,SC
GANGANAGAR,RAISINGHNAGAR,1 NKB UDASAR,GENW,CHARJEET KOUR,F,OBCW
GANGANAGAR,RAISINGHNAGAR,1 NZPA,GEN,MANOHAR LAL,M,OBC
GANGANAGAR,RAISINGHNAGAR,10 TK,SCW,KIRANJEET KOUR,F,SCW
GANGANAGAR,RAISINGHNAGAR,11 TK,GEN,JAGTA RAM,M,SC
GANGANAGAR,RAISINGHNAGAR,12 NRD VISHANPURA,GENW,SANTOSH,F,OBCW
GANGANAGAR,RAISINGHNAGAR,13 TK,GEN,RAJA RAM,M,OBC
GANGANAGAR,RAISINGHNAGAR,15PTDA,SC,HETRAM,M,SC
GANGANAGAR,RAISINGHNAGAR,16 PS,SCW,JEETA DEVI,F,SCW
GANGANAGAR,RAISINGHNAGAR,2 IWM,GEN,RAM SWARUP,M,OBC
GANGANAGAR,RAISINGHNAGAR,22 PS,GENW,RAJENDRA KOUR,F,OBCW
GANGANAGAR,RAISINGHNAGAR,22 PTD-B,GENW,KESHER,F,SCW
GANGANAGAR,RAISINGHNAGAR,23 RB,SCW,JASVEER KOUR,F,SCW
GANGANAGAR,RAISINGHNAGAR,27 PS LIKHMEWALA,GEN,KAMALA DEVI,F,OBCW
GANGANAGAR,RAISINGHNAGAR,3 MK,SC,JEET SINGH,M,SC
GANGANAGAR,RAISINGHNAGAR,30 PSA,GEN,SARIKA BISHNOI,F,OBCW
GANGANAGAR,RAISINGHNAGAR,32 PS SABWATSAR,OBCW,ANITA DEVI,F,OBCW
GANGANAGAR,RAISINGHNAGAR,4 FFB,GEN,HETRAM,M,OBC
GANGANAGAR,RAISINGHNAGAR,4 SAD MALSAR,GEN,RAJA RAM,M,OBC
GANGANAGAR,RAISINGHNAGAR,43 PS,SCW,VIMLA DEVI,F,SCW
GANGANAGAR,RAISINGHNAGAR,48 NP,SC,RAM KUMAR,M,SC
GANGANAGAR,RAISINGHNAGAR,5 TK,GEN,SANJAY KUMAR,M,GEN
GANGANAGAR,RAISINGHNAGAR,59 NP,GEN,NAND RAM,M,OBC
GANGANAGAR,RAISINGHNAGAR,6 FD KHAYALIWALA,SC,VEERU RAM,M,SC
GANGANAGAR,RAISINGHNAGAR,6 JKM,GEN,AKHIL KUMAR,M,GEN
GANGANAGAR,RAISINGHNAGAR,6/8 LPM,SCW,MAMKOURI,F,SCW
GANGANAGAR,RAISINGHNAGAR,60 RB,GENW,RAJESHWARI DEVI,F,OBCW
GANGANAGAR,RAISINGHNAGAR,66 RB,SC,TARA CHAND,M,SC
GANGANAGAR,RAISINGHNAGAR,68 NP,GEN,SATISH KUMAR,M,GEN
GANGANAGAR,RAISINGHNAGAR,7 PS,SCW,KAMALA,F,SCW
GANGANAGAR,RAISINGHNAGAR,71 RB,SC,JAGDISH RAM,M,SC
GANGANAGAR,RAISINGHNAGAR,75 NP,SC,HARDEV SINGH,M,SC
GANGANAGAR,RAISINGHNAGAR,78 RBB,GENW,SUMITRA,F,OBCW
GANGANAGAR,RAISINGHNAGAR,79 RBB BHADVWAWALA,GENW,SANTI DEVI,F,OBCW
GANGANAGAR,RAISINGHNAGAR,84 RBB,OBC,SUMAN,F,OBCW
GANGANAGAR,RAISINGHNAGAR,BHOMPURA,SC,NAND RAM,M,SC
GANGANAGAR,RAISINGHNAGAR,DABLA,GENW,TARA DEVI,F,OBCW
GANGANAGAR,RAISINGHNAGAR,GANJUWALA,GENW,SUCHITRA DEVI,F,OBCW
GANGANAGAR,RAISINGHNAGAR,KARDW ALI,GEN,AMRIK SINGH,M,GEN
GANGANAGAR,RAISINGHNAGAR,KHANTA,SC,INDRAJ KUMAR,M,SC
GANGANAGAR,RAISINGHNAGAR,LUHARA,SCW,CHARNJEET KOUR,F,SCW
GANGANAGAR,RAISINGHNAGAR,MOKHAMWALA,GENW,HALIMA BAGAM,F,OBCW
GANGANAGAR,RAISINGHNAGAR,MUKLAVA,SCW,RANI,F,SCW
GANGANAGAR,RAISINGHNAGAR,NANUWALA,SCW,INDRA DEVI,F,SCW
GANGANAGAR,RAISINGHNAGAR,SATJANDA,GENW,LILA DEVI,F,OBCW
GANGANAGAR,RAISINGHNAGAR,THAKARI,SC,MAHANDRA SINGH,M,SC
GANGANAGAR,RAISINGHNAGAR,THANDEWALA,SCW,SANDEEP KOUR,F,SCW
GANGANAGAR,RAISINGHNAGAR,THANDI,SCW,CHAWLI,F,SCW
GANGANAGAR,SADULSHAHAR,15 SPM CH - CHETRAMWALA,GENW,HEMA DEVI,F,OBCW
GANGANAGAR,SADULSHAHAR,8 HH,SCW,VIDHYA DEVI,F,SCW
GANGANAGAR,SADULSHAHAR,9 ML LATHHAWALI,GEN,SUKHDEV SINGH,M,GEN
GANGANAGAR,SADULSHAHAR,ALIPURA,OBCW,VIMLA DEVI,F,OBCW
GANGANAGAR,SADULSHAHAR,BAHARAMPURA BODLA,GEN,PRAMENDRA,M,GEN
GANGANAGAR,SADULSHAHAR,BANW ALI,SC,RADHA KRISHAN,M,SC
GANGANAGAR,SADULSHAHAR,BHAGSAR,SC,NAND LAL,M,SC
GANGANAGAR,SADULSHAHAR,BUDHARW ALI,SCW,LAJI DEVI,F,SCW
GANGANAGAR,SADULSHAHAR,CHACKMAHARAJ KA,SCW,SARDA DEVI,F,SCW
GANGANAGAR,SADULSHAHAR,CHHAPAWALI,GENW,SIMARJIT KOUR,F,GENW
GANGANAGAR,SADULSHAHAR,DHARMSINGH WALA,GENW,SARBATI,F,OBCW
GANGANAGAR,SADULSHAHAR,DUNGARSINGHPURA,GENW,LILAWATI,F,OBCW
GANGANAGAR,SADULSHAHAR,GADDARKHEDA,OBC,HARVINDER SINGH,M,OBC
GANGANAGAR,SADULSHAHAR,GANESHGARH,GEN,DELAWAR SINGH,M,OBC
GANGANAGAR,SADULSHAHAR,HAKMABAD,SC,GURDEEP SINGH,M,SC
GANGANAGAR,SADULSHAHAR,KARDWALA,SC,DEVI LAL,M,SC
GANGANAGAR,SADULSHAHAR,KHATSJAVAR,GEN,KANA RAM,M,GEN
GANGANAGAR,SADULSHAHAR,KHERUWALA,SC,PALA RAM,M,SC
GANGANAGAR,SADULSHAHAR,KILLANWALI,GENW,BALVINDER KOUR,F,OBCW
GANGANAGAR,SADULSHAHAR,LAHUWALA,GEN,JAGDISH,M,OBC
GANGANAGAR,SADULSHAHAR,LALGARH JATAN,GEN,MOHAN LAL,M,OBC
GANGANAGAR,SADULSHAHAR,MAMARAKHERA,SCW,SHOWPARI,F,SCW
GANGANAGAR,SADULSHAHAR,MANNIW ALI,GEN,KRISHAN LAL,M,GEN
GANGANAGAR,SADULSHAHAR,MANPHULSINGH WALA,GEN,SHUBHASH,M,OBC
GANGANAGAR,SADULSHAHAR,MORJAND KHARI,OBCW,PARMJEET KOUR,F,OBCW
GANGANAGAR,SADULSHAHAR,NARAYANGARH,SCW,ROSHANI DEVI,F,SCW
GANGANAGAR,SADULSHAHAR,NURPURA,OBCW,PUSHPA DEVI,F,OBCW
GANGANAGAR,SADULSHAHAR,PANNIWALI,GENW,ROSHANI DEVI,F,OBCW
GANGANAGAR,SADULSHAHAR,ROT ANW ALI,OBC,SHANKAR LAL,M,OBC
GANGANAGAR,SADULSHAHAR,SARDARPURA JEEVAN,GENW,SAROJ,F,OBCW
GANGANAGAR,SADULSHAHAR,T AKHARANW ALI,GEN,AMAR PAL,M,OBC
GANGANAGAR,SADULSHAHAR,TAKHATHAJARA BAURIAN,SCW,SARJEET KOUR,F,SCW
GANGANAGAR,GANGANAGAR,10 Z,GENW,VEER KOUR,F,OBCW
GANGANAGAR,GANGANAGAR,13 G CHHOTI,SCW,KAILASH DEVI,F,SCW
GANGANAGAR,GANGANAGAR,18 Z,SC,MANGAL SINGH,M,SC
GANGANAGAR,GANGANAGAR,2 ML,GEN,SANKER LAL SATIA,M,GEN
GANGANAGAR,GANGANAGAR,21 GG(BURGWALI),SC,ATTAMA SINGH,M,SC
GANGANAGAR,GANGANAGAR,27 GG,SCW,RANJEET KOUR,F,SCW
GANGANAGAR,GANGANAGAR,3 C CHHOTI,OBCW,MALKEET KOUR,F,OBCW
GANGANAGAR,GANGANAGAR,3 H CHHOTI,SCW,SANDEEP KOUR,F,SCW
GANGANAGAR,GANGANAGAR,3Y,SCW,MANDER KOUR,F,SCW
GANGANAGAR,GANGANAGAR,4 LL,GENW,SURENDERA KAUR,F,GENW
GANGANAGAR,GANGANAGAR,4 ML,GEN,VIMLA DEVI,F,OBCW
GANGANAGAR,GANGANAGAR,4Z,OBC,RAJENDERA SINGH,M,OBC
GANGANAGAR,GANGANAGAR,5 G CHHOTI,OBC,BALWANT SINGH,M,OBC
GANGANAGAR,GANGANAGAR,5 LL,GEN,KALWANT SINGH,M,OBC
GANGANAGAR,GANGANAGAR,6LNP,SCW,SANTOSH DEVI,F,SCW
GANGANAGAR,GANGANAGAR,8 H BARA (SANGATPURA),GEN,VIRENDERA SINGH,M,OBC
GANGANAGAR,GANGANAGAR,9Z,SC,MAHENDERA SINGH,M,SC
GANGANAGAR,GANGANAGAR,BAKHTANA (11 Q),GEN,RAMESH KUMAR,M,GEN
GANGANAGAR,GANGANAGAR,CHUNAVARH,GENW,SUDERSHANA,F,GENW
GANGANAGAR,GANGANAGAR,DOLATPURA,SC,KARTAR SINGH,M,SC
GANGANAGAR,GANGANAGAR,DULLAPUR KERI,SC,ASHOK KUMAR,M,SC
GANGANAGAR,GANGANAGAR,GOVINDPURA (18 GG),SCW,KAMALA,F,SCW
GANGANAGAR,GANGANAGAR,HINDUMALKOT,GENW,CHINDRA PAL KOUR,F,OBCW
GANGANAGAR,GANGANAGAR,HIRNAW ALI,SC,OMP ARKASH,M,SC
GANGANAGAR,GANGANAGAR,JODHEWALA,GEN,SANTPAL,M,OBC
GANGANAGAR,GANGANAGAR,KALIY A,SCW,KULDEEP KOUR,F,SCW
GANGANAGAR,GANGANAGAR,KHAT LABANA,GENW,CHHINDO BAI,F,OBCW
GANGANAGAR,GANGANAGAR,KHYALIWALA(11 LNP),GEN,RAJEEV,M,OBC
GANGANAGAR,GANGANAGAR,KONI,OBCW,MANJEET KOUR,F,OBCW
GANGANAGAR,GANGANAGAR,KOTHA,GENW,ANJUBALA,F,GENW
GANGANAGAR,GANGANAGAR,MADERA,OBCW,ANJU GODARA,F,OBCW
GANGANAGAR,GANGANAGAR,MAHIYAWALI(4HH),GENW,GUDDI DEVI,F,OBCW
GANGANAGAR,GANGANAGAR,MATILI RATHAN,GEN,HARJINDERA SINGH,M,OBC
GANGANAGAR,GANGANAGAR,MIRJEWALA,OBCW,BHAGW ANTI,F,OBCW
GANGANAGAR,GANGANAGAR,MOHANPURA(8Y),OBC,CHARNEET SINGH,M,OBC
GANGANAGAR,GANGANAGAR,NETEWALA,GEN,SURENDERA PAREEK,M,GEN
GANGANAGAR,GANGANAGAR,ODOKI,SCW,LILA DEVI,F,SCW
GANGANAGAR,GANGANAGAR,PAKKI,GEN,SHER SINGH,M,OBC
GANGANAGAR,GANGANAGAR,ROHIDAW ALI,GENW,MOHINI,F,OBCW
GANGANAGAR,GANGANAGAR,SADHUW ALI,GENW,SHANTI,F,OBCW
GANGANAGAR,GANGANAGAR,SAHIB SINGH WALA,GEN,BALVINDRA SINGH,M,OBC
GANGANAGAR,GANGANAGAR,SAHUWALA,SC,JAGTAAR SINGH,M,SC
GANGANAGAR,GANGANAGAR,SHIVPUR(PHATUI),GEN,KRISHAN LAL,M,GEN
GANGANAGAR,GANGANAGAR,TATARSAR,GENW,NIMESH,F,GENW
GANGANAGAR,SURATGARH,BHAGANWAN GARH,SCW,MANJU DEVI,F,SCW
GANGANAGAR,SURATGARH,13 SD,SC,PRITHVI RAM,M,SC
GANGANAGAR,SURATGARH,2/5 FDM (SADEKIWALA),GEN,SARUP SINGH,M,GEN
GANGANAGAR,SURATGARH,8 SHPD,OBCW,URMILA GODARA,F,OBCW
GANGANAGAR,SURATGARH,BAKHT AW ARPURA,OBC,HEAT RAM,M,OBC
GANGANAGAR,SURATGARH,BHAGW ANSAR,SCW,KAMLA DEVI,F,SCW
GANGANAGAR,SURATGARH,BHAIRUPURA/URF SILWANI,GENW,LAKHESRI,F,OBCW
GANGANAGAR,SURATGARH,BHOJEWALA,SCW,SAVITRI,F,SCW
GANGANAGAR,SURATGARH,BIMRANA,GEN,OMPARKASH GADER,M,OBC
GANGANAGAR,SURATGARH,DAIDASPURA,OBCW,GEET A,F,OBCW
GANGANAGAR,SURATGARH,DHABA (15 LKS),GENW,URMILA DEVI,F,OBCW
GANGANAGAR,SURATGARH,FARIDSAR 9 FDM,SC,LAXMI,F,SCW
GANGANAGAR,SURATGARH,GHAMANDIYA,SCW,KAMLA,F,SCW
GANGANAGAR,SURATGARH,GOP ALSAR,OBCW,SAINA BANO,F,OBCW
GANGANAGAR,SURATGARH,GOVINDSAR,GEN,POKAR RAM,M,GEN
GANGANAGAR,SURATGARH,GUDLI,GENW,NEHA,F,OBCW
GANGANAGAR,SURATGARH,GURUSARMODIY A,GENW,NIRMAL KOUR,F,OBCW
GANGANAGAR,SURATGARH,JANKIDASW ALA,GEN,BRIJ LAL,M,OBC
GANGANAGAR,SURATGARH,MALER,OBC,VIJAY SINGH,M,OBC
GANGANAGAR,SURATGARH,MANAKSAR,GENW,MAYA DEVI,F,OBCW
GANGANAGAR,SURATGARH,MANEWALA,GENW,SUKHDEV KOUR,F,SCW
GANGANAGAR,SURATGARH,MOKALSAR,GEN,GENESHA RAM,M,OBC
GANGANAGAR,SURATGARH,NIRW ANA,GENW,KOSHALYA,F,SCW
GANGANAGAR,SURATGARH,P ADAMPURA,OBC,KALU RAM,M,OBC
GANGANAGAR,SURATGARH,RAGHUNATHPURA,GEN,SHANKAR GAR,M,OBC
GANGANAGAR,SURATGARH,RAJIYASAR STATION,SC,UDA RAM,M,SC
GANGANAGAR,SURATGARH,RAJPURA PIPREN,GENW,KAMLA,F,OBCW
GANGANAGAR,SURATGARH,RAMSRA JAKHDAN,OBC,DAYA RAM,M,OBC
GANGANAGAR,SURATGARH,RANGMAHAL,SCW,TULCHHI,F,SCW
GANGANAGAR,SURATGARH,SANGHAR,SCW,KAMLA DEVI,F,SCW
GANGANAGAR,SURATGARH,SARDARGARH,OBCW,JEEVA BAGAM,F,OBCW
GANGANAGAR,SURATGARH,SARDARPURA KHARTA,GEN,KRISHAN LAL,M,OBC
GANGANAGAR,SURATGARH,SARDARPURABIKA,GEN,RAMESHWARI DEVI,F,OBCW
GANGANAGAR,SURATGARH,SINGRASAR,SC,GORDHAN RAM,M,SC
GANGANAGAR,SURATGARH,SOMASAR,SC,MANSA RAM,M,SC
GANGANAGAR,SURATGARH,THETHAR,GENW,SARBATI DEVI,F,GENW
GANGANAGAR,SURATGARH,THUKARANA,GEN,FATHEA SINGH,M,GEN
GANGANAGAR,SURATGARH,UDAIPUR,GEN,KADAR KHA,M,GEN
HANUMANGARH,BHADRA,AJEETPURA,GEN,Shridev Singh,M,GEN
HANUMANGARH,BHADRA,ALAYALA,SC,Mohan Lal,M,SC
HANUMANGARH,BHADRA,ANOOPSHAHAR,SCW,Hemlata,F,SCW
HANUMANGARH,BHADRA,BHADI,GENW,Foolwati,F,OBCW
HANUMANGARH,BHADRA,BHANAI,GENW,Rekha Kanwar,F,GENW
HANUMANGARH,BHADRA,BHANGARH,GEN,Dharam Singh,M,OBC
HANUMANGARH,BHADRA,BHANGW A,GEN,Ranveer,M,OBC
HANUMANGARH,BHADRA,BHARW ANA,GEN,Ranveer,M,OBC
HANUMANGARH,BHADRA,BHIRANI,GEN,Shishpal,M,OBC
HANUMANGARH,BHADRA,BHOJASAR,GENW,Kamala,F,OBCW
HANUMANGARH,BHADRA,BIRAN,OBC,Jagdev,M,OBC
HANUMANGARH,BHADRA,BOJHALA,OBC,Om Prakash,M,OBC
HANUMANGARH,BHADRA,CHANIBARI,OBC,Nathu Ram,M,OBC
HANUMANGARH,BHADRA,CHIRIYAGANDHI,GENW,Sarswati,F,OBCW
HANUMANGARH,BHADRA,DABARI,SCW,Patori,F,SCW
HANUMANGARH,BHADRA,DOBHI,SC,Sugni,F,SCW
HANUMANGARH,BHADRA,DUNGRANA,OBCW,Raj Bala,F,OBCW
HANUMANGARH,BHADRA,GADHARA,GENW,Dhanni,F,OBCW
HANUMANGARH,BHADRA,GADHICHANI,OBC,Patram,M,OBC
HANUMANGARH,BHADRA,GANDHIBARI,GENW,Bidami,F,OBCW
HANUMANGARH,BHADRA,GHEU,GEN,Kripa Ram,M,GEN
HANUMANGARH,BHADRA,JANANA,GEN,Hoshiyar Singh,M,OBC
HANUMANGARH,BHADRA,JATAN,GENW,Suman,F,OBCW
HANUMANGARH,BHADRA,JHANSAL,GENW,Suman,F,OBCW
HANUMANGARH,BHADRA,JOGIWALA,GENW,Rajeswari,F,OBCW
HANUMANGARH,BHADRA,KALANA,GENW,Santosh,F,OBCW
HANUMANGARH,BHADRA,KANAU,SC,Om Prakash,M,SC
HANUMANGARH,BHADRA,KARANPURA,OBC,Lalchand,M,OBC
HANUMANGARH,BHADRA,KHACHW ANA,OBC,Madan Lal,M,OBC
HANUMANGARH,BHADRA,KIRARABADA,GENW,Bhagwani,F,OBCW
HANUMANGARH,BHADRA,KUNJI,GENW,Sumitra,F,OBCW
HANUMANGARH,BHADRA,MALASISAR,SCW,Raj Bala,F,SCW
HANUMANGARH,BHADRA,MALKHERA,OBC,Ghasi Ram,M,OBC
HANUMANGARH,BHADRA,MEHRANA,GEN,Jai Parkash,M,OBC
HANUMANGARH,BHADRA,MOTHSARA,GENW,Chando,F,OBCW
HANUMANGARH,BHADRA,MUNDERIYA BADA,SC,Bhagirath,M,SC
HANUMANGARH,BHADRA,MUNSARI,GENW,Sunita,F,OBCW
HANUMANGARH,BHADRA,NETHRANA,OBC,Hanuman Parshad,M,OBC
HANUMANGARH,BHADRA,NINAN,GENW,Guddi Devi,F,OBCW
HANUMANGARH,BHADRA,NYANGAL,GENW,Sunita,F,OBCW
HANUMANGARH,BHADRA,RAJPURA,GENW,Dhan Kauri,F,OBCW
HANUMANGARH,BHADRA,RAMGADHIYA,GEN,Dharam Pal,M,OBC
HANUMANGARH,BHADRA,RASLANA,SC,Ajeet Kumar,M,SC
HANUMANGARH,BHADRA,SAGRA,GENW,Maya Devi,F,GENW
HANUMANGARH,BHADRA,SAHUWALA,GEN,Leeluram,M,OBC
HANUMANGARH,BHADRA,SARDARGADHIYA,SCW,Mamkori,F,SCW
HANUMANGARH,BHADRA,SHERADA,OBC,Sulochna,F,OBCW
HANUMANGARH,BHADRA,SURATPURA,SC,Bhoop Singh,M,SC
HANUMANGARH,BHADRA,UTRADABAS,GEN,Sunil Kumar,M,OBC
HANUMANGARH,HANUMANGARH,30 SSW,SCW,MEERA,F,SCW
HANUMANGARH,HANUMANGARH,31 SSW,OBC,PALASINGH,M,OBC
HANUMANGARH,HANUMANGARH,AMARPURA THEIR,GEN,ASHOK KUMAR,M,SC
HANUMANGARH,HANUMANGARH,ARIANW ALI,SC,PARBHU RAM,M,SC
HANUMANGARH,HANUMANGARH,BAHLOLNAGAR,SC,AADRAM,M,SC
HANUMANGARH,HANUMANGARH,BHOMPURA,GEN,BHADARRAM,M,OBC
HANUMANGARH,HANUMANGARH,CHAK JWALASINGHWALA,GENW,JASVEER KAUR,F,OBCW
HANUMANGARH,HANUMANGARH,CHOHILAW ALI,GENW,SAWITRI,F,OBCW
HANUMANGARH,HANUMANGARH,DHOLIP AL,GENW,KLAWATI,F,OBCW
HANUMANGARH,HANUMANGARH,FATEHGARH,OBC,CHAWALI,F,OBCW
HANUMANGARH,HANUMANGARH,HIRANAW ALI,GEN,SUKHVEER SINGH,M,OBC
HANUMANGARH,HANUMANGARH,JANDAW ALI,SCW,BAKKHO,F,SCW
HANUMANGARH,HANUMANGARH,JHAMBER,GENW,GUDDI,F,OBCW
HANUMANGARH,HANUMANGARH,JORKIY A,SC,RAMESHW AR,M,SC
HANUMANGARH,HANUMANGARH,KISHANPURA DIKHANADA,GENW,CHAWALI DEVI,F,OBCW
HANUMANGARH,HANUMANGARH,KOHL A,GENW,SUMITRA,F,OBCW
HANUMANGARH,HANUMANGARH,LAKHUWALI,SC,HETRAM,M,SC
HANUMANGARH,HANUMANGARH,MAINAW ALI,GENW,LICHHMA DEVI/MANI RAM,F,OBCW
HANUMANGARH,HANUMANGARH,MAKKASAR,OBCW,MOHARA DEVI,F,OBCW
HANUMANGARH,HANUMANGARH,MANUKA,GEN,RAMESH SINGH,M,OBC
HANUMANGARH,HANUMANGARH,MATORIYAWALI,GENW,USHADEVI,F,OBCW
HANUMANGARH,HANUMANGARH,MUNDA,GENW,KRISHANA DEVI,F,OBCW
HANUMANGARH,HANUMANGARH,NAWAN,SC,BALRAM,M,SC
HANUMANGARH,HANUMANGARH,NORANGDESAR,GENW,SUMITRA,F,OBCW
HANUMANGARH,HANUMANGARH,PACCA BHADWA,OBC,KRISHANLAL,M,OBC
HANUMANGARH,HANUMANGARH,PACCA SARANA,GEN,VIJAY KUMAR,M,OBC
HANUMANGARH,HANUMANGARH,RAMSARA NARAYAN,SCW,SAROJ,F,SCW
HANUMANGARH,HANUMANGARH,RANJITPURA,SC,MADANLAL,M,SC
HANUMANGARH,HANUMANGARH,RODAWALI,GENW,PANMA,F,OBCW
HANUMANGARH,HANUMANGARH,SAHAJIPURA,GEN,KRISHAN KUMAR,M,OBC
HANUMANGARH,HANUMANGARH,SATIPURA,OBCW,SUKHVEER KAUR,F,OBCW
HANUMANGARH,HANUMANGARH,SHRINAGAR,SC,RAMSWROOP,M,SC
HANUMANGARH,HANUMANGARH,UTTAMSING WALA,OBC,SUKHJEET SINGH,M,OBC
HANUMANGARH,NOHAR,22 NTR',OBCW,DEEPIKA,F,OBCW
HANUMANGARH,NOHAR,ARARKI,GEN,JAILAL,M,OBC
HANUMANGARH,NOHAR,BADBIRANA,SCW,SUNAHARI,F,SCW
HANUMANGARH,NOHAR,BARW ALI,GENW,SILOCHNA,F,OBCW
HANUMANGARH,NOHAR,BHANGULI,GENW,SUMITRA,F,GENW
HANUMANGARH,NOHAR,BHOGRANA,GENW,JETHI DEVI,F,OBCW
HANUMANGARH,NOHAR,BHUKARKA,GENW,KRISHNA,F,OBCW
HANUMANGARH,NOHAR,BIRKALI,OBC,BHAGI RATH,M,OBC
HANUMANGARH,NOHAR,CHAK SARDARPURA,GEN,BRIJ LAL,M,OBC
HANUMANGARH,NOHAR,DALAPATPURA,OBCW,SUMAN,F,OBCW
HANUMANGARH,NOHAR,DEEPLANA,SCW,INDRA DEVI,F,SCW
HANUMANGARH,NOHAR,DEIDAS,GEN,RATAN LAL,M,OBC
HANUMANGARH,NOHAR,DHANDHELA,OBC,BHAGIRATH,M,OBC
HANUMANGARH,NOHAR,DHANSIYA,OBC,RUKMANI,F,OBCW
HANUMANGARH,NOHAR,DHILKI JATAN,SC,JAMNA,F,SCW
HANUMANGARH,NOHAR,GOGAMERI,GENW,GEET A,F,GENW
HANUMANGARH,NOHAR,GORKHANA,OBC,RAMKISHAN,M,OBC
HANUMANGARH,NOHAR,GUDIY A,GENW,MANOHARI,F,GENW
HANUMANGARH,NOHAR,JABRASAR,GEN,DARA SINGH,M,OBC
HANUMANGARH,NOHAR,JASANA,GEN,RAMKUMAR,M,OBC
HANUMANGARH,NOHAR,KANSAR,GEN,KUSHLI DEVI,F,OBCW
HANUMANGARH,NOHAR,KHUIYAN,OBC,RAMESHWAR DAS,M,OBC
HANUMANGARH,NOHAR,KIKRALI,GENW,DANI DEVI,F,OBCW
HANUMANGARH,NOHAR,LAKHASAR,GEN,RAMCHANDER,M,GEN
HANUMANGARH,NOHAR,LALANABAS DIKHANADA,GEN,HARDUTT,M,OBC
HANUMANGARH,NOHAR,LALANABAS UTRADA,SCW,CHANDRAW ALI,F,SCW
HANUMANGARH,NOHAR,LALANIYA,SCW,SUGNI,F,SCW
HANUMANGARH,NOHAR,MALWANI,SC,HEERA RAM,M,SC
HANUMANGARH,NOHAR,MANDERPURA,SCW,SAVITRI,F,SCW
HANUMANGARH,NOHAR,MEGHANA,SCW,RAMPYARI,F,SCW
HANUMANGARH,NOHAR,NANAU,GENW,RAJESH KANWAR,F,GENW
HANUMANGARH,NOHAR,NIML A,GEN,DURGA DUTT,M,GEN
HANUMANGARH,NOHAR,P ADAMPURA,OBCW,PARMESHWARI,F,OBCW
HANUMANGARH,NOHAR,PARLIKA,GEN,ANIL KUMAR,M,GEN
HANUMANGARH,NOHAR,PHEPANA,SCW,VIML A,F,SCW
HANUMANGARH,NOHAR,PICHKARAI,GEN,KIRSAN,M,OBC
HANUMANGARH,NOHAR,PUNDUSAR,GEN,HANSRAJ,M,OBC
HANUMANGARH,NOHAR,RAMGARH,GEN,DHARAM PAL,M,OBC
HANUMANGARH,NOHAR,RAMSARA,GENW,DEEPIKA,F,SCW
HANUMANGARH,NOHAR,RATANPURA,SCW,INDRA,F,SCW
HANUMANGARH,NOHAR,SHYORANI,OBCW,SALOCHANA,F,OBCW
HANUMANGARH,NOHAR,SIRANGSAR,SCW,JASA DEVI,F,SCW
HANUMANGARH,NOHAR,SONARI,GEN,LUNA RAM,M,OBC
HANUMANGARH,NOHAR,THALARKA,GEN,ROOP RAM,M,SC
HANUMANGARH,NOHAR,TIDIYASAR,GENW,IMARATI,F,OBCW
HANUMANGARH,NOHAR,TOPRIA,GEN,BRIJ LAL,M,OBC
HANUMANGARH,NOHAR,UJJALBAS,OBC,OMPRAKASH,M,OBC
HANUMANGARH,PILIBANGA,18 SPD,GEN,BHADAR RAM,M,OBC
HANUMANGARH,PILIBANGA,AMARPURA RATHAN,SCW,JAL KAUR,F,SCW
HANUMANGARH,PILIBANGA,AYALAKI,GENW,HARMEET KAUR,F,OBCW
HANUMANGARH,PILIBANGA,BADOPAL,GEN,NAND LAL,M,OBC
HANUMANGARH,PILIBANGA,DABLIBAD MOLAVI,GENW,SIMARJEET KAUR,F,OBCW
HANUMANGARH,PILIBANGA,DABLIBAS CHUGATA,SCW,GANGA DEVI,F,SCW
HANUMANGARH,PILIBANGA,DABLIBAS KUTUB,SC,AJMER SINGH,M,SC
HANUMANGARH,PILIBANGA,DABLIBAS MIDHAROHI,SC,OM PRAKASH,M,SC
HANUMANGARH,PILIBANGA,DABLIBAS PEMA,OBCW,SUMAN,F,OBCW
HANUMANGARH,PILIBANGA,DINGWALA,SCW,CHHINDER KAUR,F,SCW
HANUMANGARH,PILIBANGA,DOLATAWALI,GEN,SARDUL SINGH,M,OBC
HANUMANGARH,PILIBANGA,DULMANA,OBCW,VIDYA DEVI,F,OBCW
HANUMANGARH,PILIBANGA,GOLUWALA NIWADAN,GEN,PURAN RAM,M,OBC
HANUMANGARH,PILIBANGA,GOLUWALA SIHAGAN,SCW,JYANI DEVI,F,SCW
HANUMANGARH,PILIBANGA,HANSLIYA,GEN,ISMAIL KHAN,M,OBC
