District,PanchayatSamiti,NameOfGramPanchyat,CategoryOfGramPanchyat
UDAIPUR,KOTDA,BAKERIA,ST (Woman)
UDAIPUR,KOTDA,Bankavas,ST (Woman)
UDAIPUR,KOTDA,Bhakhel,ST (Woman)
UDAIPUR,KOTDA,Bhootwad,ST (Woman)
UDAIPUR,KOTDA,BIKARNI,ST
UDAIPUR,KOTDA,Bilvan,ST
UDAIPUR,KOTDA,BUDIA,ST
UDAIPUR,KOTDA,Chaampa Ki Naal,ST
UDAIPUR,KOTDA,Dadmiya,ST (Woman)
UDAIPUR,KOTDA,DANG,ST (Woman)
UDAIPUR,KOTDA,Dehri,ST
UDAIPUR,KOTDA,DHADHAMTA,ST
UDAIPUR,KOTDA,DHEDMARIA,ST
UDAIPUR,KOTDA,Dingavari,ST
UDAIPUR,KOTDA,Gandhisarna,ST
UDAIPUR,KOTDA,Gaupipla,ST
UDAIPUR,KOTDA,Ghata,ST
UDAIPUR,KOTDA,GOGURUDH,ST (Woman)
UDAIPUR,KOTDA,GURA,ST
UDAIPUR,KOTDA,JED,ST
UDAIPUR,KOTDA,JOGIWAR,ST
UDAIPUR,KOTDA,JUDA,ST
UDAIPUR,KOTDA,Kaucha,ST (Woman)
UDAIPUR,KOTDA,KAYARI,ST
UDAIPUR,KOTDA,KHAJURIA,ST
UDAIPUR,KOTDA,KHAKHARIA,ST (Woman)
UDAIPUR,KOTDA,Kham,ST (Woman)
UDAIPUR,KOTDA,Khokhra,ST (Woman)
UDAIPUR,KOTDA,Khuna,ST
UDAIPUR,KOTDA,Kodarmal,ST (Woman)
UDAIPUR,KOTDA,Kolia,ST
UDAIPUR,KOTDA,KOTADA,ST (Woman)
UDAIPUR,KOTDA,KUKAWAS,ST
UDAIPUR,KOTDA,LAMBAHALDU,ST
UDAIPUR,KOTDA,Luharacha,ST
UDAIPUR,KOTDA,MAHAD,ST (Woman)
UDAIPUR,KOTDA,MAHARI,ST (Woman)
UDAIPUR,KOTDA,MALVA KA CHOURH,ST (Woman)
UDAIPUR,KOTDA,MAMERA,ST
UDAIPUR,KOTDA,Mandelwaal,ST
UDAIPUR,KOTDA,MANDHAVA,ST (Woman)
UDAIPUR,KOTDA,MEDI,ST (Woman)
UDAIPUR,KOTDA,MERPUR,ST (Woman)
UDAIPUR,KOTDA,MEWARON KA MATH,ST (Woman)
UDAIPUR,KOTDA,NAYAVAS,ST
UDAIPUR,KOTDA,Nichli Subri,ST (Woman)
UDAIPUR,KOTDA,Palchha,ST (Woman)
UDAIPUR,KOTDA,Patharpadi,ST
UDAIPUR,KOTDA,Pavti Kala,ST (Woman)
UDAIPUR,KOTDA,Peepli Kheda,ST (Woman)
UDAIPUR,KOTDA,Pipla,ST
UDAIPUR,KOTDA,SADA,ST
UDAIPUR,KOTDA,SAMOLI,ST
UDAIPUR,KOTDA,Sawan Ka Kyara,ST (Woman)
UDAIPUR,KOTDA,Sulaav,ST (Woman)
UDAIPUR,KOTDA,Tilarawa,ST (Woman)
UDAIPUR,KOTDA,Tiloi,ST (Woman)
UDAIPUR,KOTDA,UKHALIYAT,ST (Woman)
UDAIPUR,KOTDA,Umriya,ST
UDAIPUR,KOTDA,Uplavas,ST
UDAIPUR,KOTDA,Vagawat,ST (Woman)
UDAIPUR,KOTDA,Vedaghar,ST
UDAIPUR,KOTDA,Zunapadar,ST
ALWAR,KOTKASIM,Aakoli,General (Woman)
ALWAR,KOTKASIM,BADHANA,General (Woman)
ALWAR,KOTKASIM,BAGHERIKHURD,General (Woman)
ALWAR,KOTKASIM,BELAHEDI,OBC
ALWAR,KOTKASIM,BHONKER,General
ALWAR,KOTKASIM,BUDHIBAWAL,General
ALWAR,KOTKASIM,GHIKAKA,General
ALWAR,KOTKASIM,Girwas,SC
ALWAR,KOTKASIM,GUNDSAR,OBC
ALWAR,KOTKASIM,HARSOLI,General
ALWAR,KOTKASIM,IKROTIYA,General (Woman)
ALWAR,KOTKASIM,Jakopur,General (Woman)
ALWAR,KOTKASIM,JATIYANA,OBC
ALWAR,KOTKASIM,Jharka,General (Woman)
ALWAR,KOTKASIM,JODIYA,General (Woman)
ALWAR,KOTKASIM,KANHEDKA,SC
ALWAR,KOTKASIM,KHANPURAHIR,OBC (Woman)
ALWAR,KOTKASIM,KOTKASIM,General
ALWAR,KOTKASIM,KUTUBPUR,OBC (Woman)
ALWAR,KOTKASIM,LADPUR,General (Woman)
ALWAR,KOTKASIM,MAKDAWA,SC (Woman)
ALWAR,KOTKASIM,NANGALSALIYA,SC (Woman)
ALWAR,KOTKASIM,PATANAHIR,General
ALWAR,KOTKASIM,PATLIYA,OBC (Woman)
ALWAR,KOTKASIM,PUR,SC (Woman)
ALWAR,KOTKASIM,TAUBAS,General
ALWAR,KOTKASIM,TIGAWA,General
ALWAR,KOTKASIM,UJOLI,SC
JAIPUR,KOTKHAWADA,AAKODIYA,General
JAIPUR,KOTKHAWADA,AJAYRAJPURA URF DEHLALA,General (Woman)
JAIPUR,KOTKHAWADA,AJMERIPURA,ST (Woman)
JAIPUR,KOTKHAWADA,ANANDPURA,ST
JAIPUR,KOTKHAWADA,BARODIYA,OBC
JAIPUR,KOTKHAWADA,CHHANDEL KALAN,SC
JAIPUR,KOTKHAWADA,GARUDWASI,General (Woman)
JAIPUR,KOTKHAWADA,HARINARAYANPURA,ST
JAIPUR,KOTKHAWADA,JHAPDA KALA,General (Woman)
JAIPUR,KOTKHAWADA,KHEDARANIWAS,General (Woman)
JAIPUR,KOTKHAWADA,KOTKHAWDA,SC
JAIPUR,KOTKHAWADA,MAHADEVPURA,SC (Woman)
JAIPUR,KOTKHAWADA,MANDALIYAMAIDA,General (Woman)
JAIPUR,KOTKHAWADA,NARPATPURA URF HARIPURA,General (Woman)
JAIPUR,KOTKHAWADA,RADOLI,General
JAIPUR,KOTKHAWADA,RAMNAGAR,General
JAIPUR,KOTKHAWADA,ROOPAHEDI KALA,SC
JAIPUR,KOTKHAWADA,ROOPAHEDI KHURD MAY BAPUGAV,SC (Woman)
JAIPUR,KOTKHAWADA,THIKARIYA GUJRAN,General
JAIPUR,KOTKHAWADA,THIKARIYA MEENAN,General
JAIPUR,KOTPUTLI,Amai,General
JAIPUR,KOTPUTLI,Bakhrana,SC
JAIPUR,KOTPUTLI,Bamanwas,SC (Woman)
JAIPUR,KOTPUTLI,BANAR,General (Woman)
JAIPUR,KOTPUTLI,BANETHI,General (Woman)
JAIPUR,KOTPUTLI,Basai,ST
JAIPUR,KOTPUTLI,BHOLAJI,General (Woman)
JAIPUR,KOTPUTLI,CHATURBHUJ,General (Woman)
JAIPUR,KOTPUTLI,CHIMANPURA,ST
JAIPUR,KOTPUTLI,Churi,SC
JAIPUR,KOTPUTLI,DEVTA,General
JAIPUR,KOTPUTLI,GONEDA,OBC
JAIPUR,KOTPUTLI,GOPALPURA,General
JAIPUR,KOTPUTLI,GORDHANPURA,General (Woman)
JAIPUR,KOTPUTLI,JAGDISHPURA,OBC (Woman)
JAIPUR,KOTPUTLI,JAISINGHPURA,General
JAIPUR,KOTPUTLI,KALYANPURA KALAN,OBC (Woman)
JAIPUR,KOTPUTLI,KALYANPURA KHURD,General (Woman)
JAIPUR,KOTPUTLI,KANSALI,General
JAIPUR,KOTPUTLI,KAVARPURA,General
JAIPUR,KOTPUTLI,KESHAVANARAJPOOT,General (Woman)
JAIPUR,KOTPUTLI,KHADAB,General
JAIPUR,KOTPUTLI,Kheda Nihalpura,SC (Woman)
JAIPUR,KOTPUTLI,Khedaki Virbhan,OBC (Woman)
JAIPUR,KOTPUTLI,Khedki Mukkad,SC (Woman)
JAIPUR,KOTPUTLI,KUJOTA,General (Woman)
JAIPUR,KOTPUTLI,MOHANPURA,OBC (Woman)
JAIPUR,KOTPUTLI,Molaheda,General (Woman)
JAIPUR,KOTPUTLI,NAGALPANDITPURA,General
JAIPUR,KOTPUTLI,NAREDA,General (Woman)
JAIPUR,KOTPUTLI,PANIHALA,OBC
JAIPUR,KOTPUTLI,Pawana Ahir,SC
JAIPUR,KOTPUTLI,RAIKARANPURA,General (Woman)
JAIPUR,KOTPUTLI,RAMSINGHPRUA,General
JAIPUR,KOTPUTLI,SANGETADA,OBC
JAIPUR,KOTPUTLI,SARUD,ST (Woman)
JAIPUR,KOTPUTLI,SUKHLAWAS,OBC
JAIPUR,KOTPUTLI,SUNDARPURA,General
BHILWARA,KOTRI,AAKOLA,General
BHILWARA,KOTRI,AAMA,General
BHILWARA,KOTRI,AASOP,General
BHILWARA,KOTRI,BADLA,General
BHILWARA,KOTRI,BADLIYAS,SC
BHILWARA,KOTRI,BAN KA KHEDA,OBC (Woman)
BHILWARA,KOTRI,BERGHOL,General (Woman)
BHILWARA,KOTRI,BISHNIYA,OBC
BHILWARA,KOTRI,BORADA,SC
BHILWARA,KOTRI,CHHAPDEL,General
BHILWARA,KOTRI,DANTRA BADA,OBC
BHILWARA,KOTRI,GEGA KA KHERA,General
BHILWARA,KOTRI,GEHULI,General (Woman)
BHILWARA,KOTRI,GENDLIYA,SC (Woman)
BHILWARA,KOTRI,JAWAL,General
BHILWARA,KOTRI,JEEVAKHEDA,OBC (Woman)
BHILWARA,KOTRI,KANKROLIYA GHATI,General (Woman)
BHILWARA,KOTRI,KANTI,SC
BHILWARA,KOTRI,KISHANGARH,General (Woman)
BHILWARA,KOTRI,KOTDI,General (Woman)
BHILWARA,KOTRI,KOTHAJ,General
BHILWARA,KOTRI,LASADIYA,ST
BHILWARA,KOTRI,MANSHA,ST (Woman)
BHILWARA,KOTRI,NANDRAI,OBC
BHILWARA,KOTRI,PAROLI,General (Woman)
BHILWARA,KOTRI,RASED,OBC (Woman)
BHILWARA,KOTRI,REDWAS,SC (Woman)
BHILWARA,KOTRI,REETH,General (Woman)
BHILWARA,KOTRI,SANKHADA,OBC
BHILWARA,KOTRI,SATOLA KA KHEDA,SC (Woman)
BHILWARA,KOTRI,SAWAIPUR,General
BHILWARA,KOTRI,SUTEPHA,General (Woman)
BHILWARA,KOTRI,UDALIYAS,General (Woman)
NAGAUR,KUCHAMAN,ADAKSAR,OBC (Woman)
NAGAUR,KUCHAMAN,ANANDPURA,SC (Woman)
NAGAUR,KUCHAMAN,BHANVTA,General (Woman)
NAGAUR,KUCHAMAN,Chandpura (R),General
NAGAUR,KUCHAMAN,CHARNAWAS,General (Woman)
NAGAUR,KUCHAMAN,CHAVANDIYA,General (Woman)
NAGAUR,KUCHAMAN,CHINTAWA,SC
NAGAUR,KUCHAMAN,DEEPURA,OBC
NAGAUR,KUCHAMAN,GHATWA,OBC
NAGAUR,KUCHAMAN,HIRANI,OBC
NAGAUR,KUCHAMAN,HUNDIL,OBC (Woman)
NAGAUR,KUCHAMAN,INDALI,SC (Woman)
NAGAUR,KUCHAMAN,Jasrana,General
NAGAUR,KUCHAMAN,JEEJOT,SC (Woman)
NAGAUR,KUCHAMAN,JEENLIYA,SC
NAGAUR,KUCHAMAN,KHIRIYA,General
NAGAUR,KUCHAMAN,KHORINDI,General
NAGAUR,KUCHAMAN,KUKANWALI,General
NAGAUR,KUCHAMAN,LALASA,General (Woman)
NAGAUR,KUCHAMAN,NALOT,OBC (Woman)
NAGAUR,KUCHAMAN,NANGWADA,General
NAGAUR,KUCHAMAN,PANCHAWA,SC (Woman)
NAGAUR,KUCHAMAN,PAREVADI,General
NAGAUR,KUCHAMAN,PLADA,General (Woman)
NAGAUR,KUCHAMAN,PREMPURA,SC
NAGAUR,KUCHAMAN,RASAL,General (Woman)
NAGAUR,KUCHAMAN,RUPPURA,General
NAGAUR,KUCHAMAN,SARGOTH PADAMPURA,General (Woman)
NAGAUR,KUCHAMAN,SHIV,General
NAGAUR,KUCHAMAN,TODAS,General (Woman)
NAGAUR,KUCHAMAN,UGARPURA,General (Woman)
NAGAUR,KUCHAMAN,MANDAWARA,OBC
NAGAUR,KUCHAMAN,NARAYANPURA,SC
RAJSAMAND,KUMBHALGARH,AANTRI,ST
RAJSAMAND,KUMBHALGARH,ALODAR,General (Woman)
RAJSAMAND,KUMBHALGARH,ANTALIYA,ST (Woman)
RAJSAMAND,KUMBHALGARH,AODA,ST
RAJSAMAND,KUMBHALGARH,BADGAON,ST (Woman)
RAJSAMAND,KUMBHALGARH,BANOKDA,ST
RAJSAMAND,KUMBHALGARH,DHANIN,General
RAJSAMAND,KUMBHALGARH,GADHBOR,SC
RAJSAMAND,KUMBHALGARH,GAJPUR,ST
RAJSAMAND,KUMBHALGARH,GAWAR,General
RAJSAMAND,KUMBHALGARH,JANAWAD,General
RAJSAMAND,KUMBHALGARH,JHEELWARA,General (Woman)
RAJSAMAND,KUMBHALGARH,KADIYA,General (Woman)
RAJSAMAND,KUMBHALGARH,KAKARWA,SC (Woman)
RAJSAMAND,KUMBHALGARH,KALINGER,General (Woman)
RAJSAMAND,KUMBHALGARH,KANUJA,General
RAJSAMAND,KUMBHALGARH,KELWARA,General (Woman)
RAJSAMAND,KUMBHALGARH,KHARNOTA,General (Woman)
RAJSAMAND,KUMBHALGARH,KOYAL,OBC (Woman)
RAJSAMAND,KUMBHALGARH,KUNCHOLI,ST (Woman)
RAJSAMAND,KUMBHALGARH,LAMBODI,General (Woman)
RAJSAMAND,KUMBHALGARH,MAJERA,General
RAJSAMAND,KUMBHALGARH,MANAWATO KA GUDHA,ST (Woman)
RAJSAMAND,KUMBHALGARH,MORCHA,ST (Woman)
RAJSAMAND,KUMBHALGARH,PIPADA,ST (Woman)
RAJSAMAND,KUMBHALGARH,PIPALA,General
RAJSAMAND,KUMBHALGARH,REECHED,General
RAJSAMAND,KUMBHALGARH,SAIVANTRI,General
RAJSAMAND,KUMBHALGARH,SAMEECHA,ST
RAJSAMAND,KUMBHALGARH,SATHIYA,General (Woman)
RAJSAMAND,KUMBHALGARH,SUKHAR,General
RAJSAMAND,KUMBHALGARH,TADAWADA GUJARAN,SC
RAJSAMAND,KUMBHALGARH,TALADARI,ST
RAJSAMAND,KUMBHALGARH,THURAWAD,General (Woman)
RAJSAMAND,KUMBHALGARH,UMARWAS,General (Woman)
RAJSAMAND,KUMBHALGARH,USAR,OBC
RAJSAMAND,KUMBHALGARH,VARDRA,ST
BHARATPUR,KUMHER,ABHORA,General
BHARATPUR,KUMHER,AJAN,General
BHARATPUR,KUMHER,AJAU,OBC
BHARATPUR,KUMHER,ASTAWAN,ST
BHARATPUR,KUMHER,AWAR,General
BHARATPUR,KUMHER,BAILARAKALAN,SC
BHARATPUR,KUMHER,Baurai,SC (Woman)
BHARATPUR,KUMHER,BAVEN,SC (Woman)
BHARATPUR,KUMHER,BHATA WALI,OBC
BHARATPUR,KUMHER,BIRHRU,General (Woman)
BHARATPUR,KUMHER,DADU,General
BHARATPUR,KUMHER,DAHRA,SC
BHARATPUR,KUMHER,DHANWADA,General
BHARATPUR,KUMHER,GUDAWALI,SC (Woman)
BHARATPUR,KUMHER,GUNSARA,General (Woman)
BHARATPUR,KUMHER,HELAK,OBC (Woman)
BHARATPUR,KUMHER,KUMHA,General
BHARATPUR,KUMHER,LAKHAN,OBC (Woman)
BHARATPUR,KUMHER,MEHRAWAR,OBC (Woman)
BHARATPUR,KUMHER,PAHUA,General (Woman)
BHARATPUR,KUMHER,PALA,General (Woman)
BHARATPUR,KUMHER,PAPRERA,General
BHARATPUR,KUMHER,PICHUMAR,SC
BHARATPUR,KUMHER,RARH,OBC (Woman)
BHARATPUR,KUMHER,REETHOTI,General (Woman)
BHARATPUR,KUMHER,RUNDH HELAK,SC (Woman)
BHARATPUR,KUMHER,SABORA,SC
BHARATPUR,KUMHER,SANTRUK,OBC
BHARATPUR,KUMHER,SENT,General (Woman)
BHARATPUR,KUMHER,SIKRORI,General
BHARATPUR,KUMHER,SOGAR,OBC (Woman)
BHARATPUR,KUMHER,TAKHA,OBC
BHARATPUR,KUMHER,TALFARA,General (Woman)
BHARATPUR,KUMHER,TAMRERA,General
BHARATPUR,KUMHER,THERAWAR,General (Woman)
BHARATPUR,KUMHER,USRANI,SC (Woman)
BHARATPUR,KUMHER,UWAR,General
UDAIPUR,KURABAD,BAMBORA,ST
UDAIPUR,KURABAD,BEMALA,ST
UDAIPUR,KURABAD,BHAISRAKALAN,ST (Woman)
UDAIPUR,KURABAD,BHAISRAKHURD,ST
UDAIPUR,KURABAD,BHALO KA GUDA,ST (Woman)
UDAIPUR,KURABAD,BICHHADI,ST (Woman)
UDAIPUR,KURABAD,BORI,ST (Woman)
UDAIPUR,KURABAD,CHANSADA,ST (Woman)
UDAIPUR,KURABAD,DANTISAR,ST
UDAIPUR,KURABAD,FILA,ST
UDAIPUR,KURABAD,GUDALI,ST (Woman)
UDAIPUR,KURABAD,JAGAT,ST
UDAIPUR,KURABAD,JHAMARKOTDA,ST (Woman)
UDAIPUR,KURABAD,KOT,ST
UDAIPUR,KURABAD,KURABAD,ST (Woman)
UDAIPUR,KURABAD,LALPURA,ST
UDAIPUR,KURABAD,PARMDA,ST
UDAIPUR,KURABAD,Ramaj,ST
UDAIPUR,KURABAD,SAKRODA,ST (Woman)
UDAIPUR,KURABAD,SHISHVI,ST
UDAIPUR,KURABAD,SOMAKHERA,ST
UDAIPUR,KURABAD,SULAWAS,ST (Woman)
UDAIPUR,KURABAD,VALI,ST (Woman)
UDAIPUR,KURABAD,VALLABH,ST
UDAIPUR,KURABAD,VASU,ST (Woman)
UDAIPUR,KURABAD,ZinkSmeletar,ST (Woman)
BANSWARA,KUSHALGARH,Aamalipada,ST
BANSWARA,KUSHALGARH,BADI SERVA,ST (Woman)
BANSWARA,KUSHALGARH,BADVAS BADI,ST (Woman)
BANSWARA,KUSHALGARH,BADVAS CHHOTI,ST
BANSWARA,KUSHALGARH,Bagaycha,ST
BANSWARA,KUSHALGARH,BASSI,ST (Woman)
BANSWARA,KUSHALGARH,BAVLIYAPADA,ST
BANSWARA,KUSHALGARH,BHAGATPURA,ST
BANSWARA,KUSHALGARH,Bhanvarda,ST
BANSWARA,KUSHALGARH,Bhimpura,ST (Woman)
BANSWARA,KUSHALGARH,Bibdininama (B),ST (Woman)
BANSWARA,KUSHALGARH,BIJORI BADI,ST (Woman)
BANSWARA,KUSHALGARH,Bikaner,ST
BANSWARA,KUSHALGARH,Bilipada,ST
BANSWARA,KUSHALGARH,CHERKNI,ST
BANSWARA,KUSHALGARH,CHHOTI SERVA,ST
BANSWARA,KUSHALGARH,CHOKHVADA,ST
BANSWARA,KUSHALGARH,Chudada (B),ST (Woman)
BANSWARA,KUSHALGARH,Darobadiya,ST
BANSWARA,KUSHALGARH,Devdasath (B),ST (Woman)
BANSWARA,KUSHALGARH,DUNGRIPADA,ST
BANSWARA,KUSHALGARH,Ghata,ST (Woman)
BANSWARA,KUSHALGARH,Gopalpura,ST
BANSWARA,KUSHALGARH,JHIKLI,ST
BANSWARA,KUSHALGARH,KAKANVANI,ST
BANSWARA,KUSHALGARH,KALINJRA,ST (Woman)
BANSWARA,KUSHALGARH,Khajura,ST (Woman)
BANSWARA,KUSHALGARH,Khedpur,ST
BANSWARA,KUSHALGARH,KOTDA RANGA,ST (Woman)
BANSWARA,KUSHALGARH,KUSHLAPADA,ST
BANSWARA,KUSHALGARH,LOHARIYA BADA,ST (Woman)
BANSWARA,KUSHALGARH,MAHUDA,ST (Woman)
BANSWARA,KUSHALGARH,MOHAKAMPURA,ST (Woman)
BANSWARA,KUSHALGARH,MUNDRI,ST
BANSWARA,KUSHALGARH,Nishnawat (B),ST
BANSWARA,KUSHALGARH,PATAN,ST (Woman)
BANSWARA,KUSHALGARH,POTLIYA,ST (Woman)
BANSWARA,KUSHALGARH,RAMGARH,ST
BANSWARA,KUSHALGARH,Rupgarh,ST (Woman)
BANSWARA,KUSHALGARH,SABBALPURA,ST
BANSWARA,KUSHALGARH,SARANPUR,ST (Woman)
BANSWARA,KUSHALGARH,Sarona,ST
BANSWARA,KUSHALGARH,Sataliya,ST (Woman)
BANSWARA,KUSHALGARH,Shobhavati,ST (Woman)
BANSWARA,KUSHALGARH,Tadawadla (B),ST (Woman)
BANSWARA,KUSHALGARH,THUMMATH,ST (Woman)
BANSWARA,KUSHALGARH,TIMEDA BADA,ST
BANSWARA,KUSHALGARH,Timedachota (B),ST (Woman)
BANSWARA,KUSHALGARH,UKALA,ST
BANSWARA,KUSHALGARH,Varsala (B),ST
BANSWARA,KUSHALGARH,VASUNI,ST (Woman)
NAGAUR,LADNU,AASOTA,General
NAGAUR,LADNU,BAKALIYA,General (Woman)
NAGAUR,LADNU,BALDU,SC (Woman)
NAGAUR,LADNU,BALSAMAND,General
NAGAUR,LADNU,Bhidasari,SC
NAGAUR,LADNU,CHANDARAI,SC (Woman)
NAGAUR,LADNU,CHHAPARA,General
NAGAUR,LADNU,DHENGSARI,General (Woman)
NAGAUR,LADNU,DHYAWA,General
NAGAUR,LADNU,DUJAR,OBC
NAGAUR,LADNU,GENANA,OBC (Woman)
NAGAUR,LADNU,GHIRODA MEETHA,General
NAGAUR,LADNU,HUDAS,General
NAGAUR,LADNU,INDRAPURA,OBC
NAGAUR,LADNU,JASWANTGARH,OBC (Woman)
NAGAUR,LADNU,KASUMBI ALIPUR,OBC
NAGAUR,LADNU,KHAMIYAD,SC (Woman)
NAGAUR,LADNU,LACHHADI,General
NAGAUR,LADNU,LAIDI,General (Woman)
NAGAUR,LADNU,Malgaon,SC
NAGAUR,LADNU,MANGALPURA,SC
NAGAUR,LADNU,MEETHDI,General (Woman)
NAGAUR,LADNU,NIMBI JODHA,General (Woman)
NAGAUR,LADNU,ODEENT,OBC
NAGAUR,LADNU,RATAU,General
NAGAUR,LADNU,REENGAN,OBC (Woman)
NAGAUR,LADNU,RODU,SC
NAGAUR,LADNU,SANVARDA,General
NAGAUR,LADNU,SARDI,General (Woman)
NAGAUR,LADNU,SEENWA,SC (Woman)
NAGAUR,LADNU,SILANWAD,General (Woman)
NAGAUR,LADNU,SUNARI,General (Woman)
NAGAUR,LADNU,TANWARA,General (Woman)
NAGAUR,LADNU,UDRASAR,General (Woman)
KOTA,LADPURA,Aarampura,SC (Woman)
KOTA,LADPURA,ALNIYA,General (Woman)
KOTA,LADPURA,ARANDKHEDA,General (Woman)
KOTA,LADPURA,BANIYANI,General
KOTA,LADPURA,BHANWARIYA,General
KOTA,LADPURA,BHEEMPURA,ST
KOTA,LADPURA,BORABAS,OBC
KOTA,LADPURA,DOLYA,OBC
KOTA,LADPURA,GANDIFALI,ST (Woman)
KOTA,LADPURA,GODLYAHEDI,SC
KOTA,LADPURA,JAKHODA,OBC (Woman)
KOTA,LADPURA,KALYAKHEDI,General (Woman)
KOTA,LADPURA,KASAR,ST
KOTA,LADPURA,KHEDARSULPUR,General
KOTA,LADPURA,KISHANPURA TAKIYA,General
KOTA,LADPURA,KOLANA LAXMIPURA,General (Woman)
KOTA,LADPURA,MANASGAON,SC
KOTA,LADPURA,MANDALIYA,General
KOTA,LADPURA,MANDANA,ST (Woman)
KOTA,LADPURA,MAWASA,General (Woman)
KOTA,LADPURA,RANGPUR,General (Woman)
KOTA,LADPURA,TATHER,SC (Woman)
DAUSA,LALSOT,Ratanpura,ST
DAUSA,LALSOT,BAGRI,ST (Woman)
DAUSA,LALSOT,BILONA KALAN,General
DAUSA,LALSOT,BILONA KHURD,General
DAUSA,LALSOT,CHANDSEN,ST (Woman)
DAUSA,LALSOT,CHONDIWAS,General (Woman)
DAUSA,LALSOT,DEGO,General (Woman)
DAUSA,LALSOT,DEOLI,General (Woman)
DAUSA,LALSOT,DIDWANA,SC
DAUSA,LALSOT,DOLATPURA,General
DAUSA,LALSOT,GOAL,SC
DAUSA,LALSOT,HODAYALI,SC (Woman)
DAUSA,LALSOT,Indava,SC (Woman)
DAUSA,LALSOT,JHANPDA,General
DAUSA,LALSOT,KANKRIYA,ST (Woman)
DAUSA,LALSOT,KHATUMBER,General
DAUSA,LALSOT,KHATWA,General
DAUSA,LALSOT,KHEDLA KHURD,SC
DAUSA,LALSOT,Khemavas,ST
DAUSA,LALSOT,KISHORPURA,General
DAUSA,LALSOT,LADPURA,SC
DAUSA,LALSOT,LAKHANPUR,SC (Woman)
DAUSA,LALSOT,LALPURA,General
DAUSA,LALSOT,Maharajpura,ST
DAUSA,LALSOT,MAHARIYA,General (Woman)
DAUSA,LALSOT,MIRJAPURA,General (Woman)
DAUSA,LALSOT,NIRJHARNA,General
DAUSA,LALSOT,PATTI KISHORPURA,SC (Woman)
DAUSA,LALSOT,RAJOLI,General (Woman)
DAUSA,LALSOT,SANWASA,General (Woman)
DAUSA,LALSOT,SHIVSINGHPURA,OBC (Woman)
DAUSA,LALSOT,SHRIMA,General
DAUSA,LALSOT,Shrirampura,SC
DAUSA,LALSOT,SHYAMPURA KALAN,General (Woman)
DAUSA,LALSOT,SURATPURA,ST
DAUSA,LALSOT,TALAVGAON,ST
DAUSA,LALSOT,TODATHEKALA,General (Woman)
UDAIPUR,LASADIA,AGGAR,ST (Woman)
UDAIPUR,LASADIA,ANJANI,ST (Woman)
UDAIPUR,LASADIA,ARNIYA,ST (Woman)
UDAIPUR,LASADIA,BALICHA,ST
UDAIPUR,LASADIA,Bedas,ST (Woman)
UDAIPUR,LASADIA,BEDAWAL,ST
UDAIPUR,LASADIA,BHARAV,ST (Woman)
UDAIPUR,LASADIA,Chandaji Ka Guda,ST
UDAIPUR,LASADIA,DEVALIA,ST
UDAIPUR,LASADIA,Dhai Kheda,ST (Woman)
UDAIPUR,LASADIA,DHAMANIYA,ST (Woman)
UDAIPUR,LASADIA,DHAVARI,ST (Woman)
UDAIPUR,LASADIA,DHIKIYA,ST
UDAIPUR,LASADIA,DHOLIYA,ST (Woman)
UDAIPUR,LASADIA,Ghata Urf Singavaton Ka Kheda,ST
UDAIPUR,LASADIA,KALIBHEET,ST (Woman)
UDAIPUR,LASADIA,KHAJURI,ST (Woman)
UDAIPUR,LASADIA,KUN,ST
UDAIPUR,LASADIA,LAKUKALEVA,ST
UDAIPUR,LASADIA,LASADIYA,ST
UDAIPUR,LASADIA,MAINPURIYA KA GUDA,ST (Woman)
UDAIPUR,LASADIA,OVERA,ST
UDAIPUR,LASADIA,SATI KI CHORI,ST (Woman)
UDAIPUR,LASADIA,Shobhaji Ka Guda,ST
UDAIPUR,LASADIA,TATAKIA,ST
UDAIPUR,LASADIA,TEKAN,ST
DAUSA,LAWAN,BADAGAON,SC
DAUSA,LAWAN,BANIYANA,General (Woman)
DAUSA,LAWAN,BHANDANA,SC
DAUSA,LAWAN,DHIGARIYA,OBC
DAUSA,LAWAN,DUNGARAWATA,General (Woman)
DAUSA,LAWAN,HINGOTIYA,General (Woman)
DAUSA,LAWAN,JIROTA KHURD,General
DAUSA,LAWAN,KANWARPURA,SC
DAUSA,LAWAN,KHANPURA,General
DAUSA,LAWAN,KHANWAS,SC (Woman)
DAUSA,LAWAN,LAWAN,SC
DAUSA,LAWAN,NAGAL GOVIND,OBC (Woman)
DAUSA,LAWAN,Piplya Chainpura,ST
DAUSA,LAWAN,RAJWAS,General
DAUSA,LAWAN,SINGWADA,General (Woman)
SIKAR,LAXMANGARH,ALAKHPURA BOGAN,General
SIKAR,LAXMANGARH,BADUSAR,General (Woman)
SIKAR,LAXMANGARH,BAGDI,General (Woman)
SIKAR,LAXMANGARH,BALARA,General
SIKAR,LAXMANGARH,BATDANAU,General (Woman)
SIKAR,LAXMANGARH,BATHOTH,General
SIKAR,LAXMANGARH,BHOJASAR BADA,General
SIKAR,LAXMANGARH,BHUMA BADA,General
SIKAR,LAXMANGARH,BIDASAR,General (Woman)
SIKAR,LAXMANGARH,BIDODI BADI,General (Woman)
SIKAR,LAXMANGARH,Bidsar,SC (Woman)
SIKAR,LAXMANGARH,CHUDIMIYA,General (Woman)
SIKAR,LAXMANGARH,DHANANI,OBC
